Tag,Event_name,Time,,,
Coding,Project Management 101,,,,
Coding,Data Analytics Info Session,,,,
Coding,GA + Austin Public Libraries - Web Development: Let's Break It Down,,,,
Coding,Excel at Excel: Getting Down the Basics,,,,
Coding,STEAM - Preparing Students for Unpredictable Careers,,,,
Coding,Product Management Course Audit,,,,
Coding,The Essentials of Conversion Optimization,,,,
Coding,Introduction to HTML & CSS Workshop,,,,
Coding,Facebook + GA Present: #RealLifeHacks,,,,
Coding,Be Your Own Web Host with Linux,,,,
Coding,"PR Over Coffee: Meet & Pitch Colin Morris, Built in Austin Tech Reporter",,,,
Coding,Be Your Own Recruiter: Navigating Your Job Search,,,,
Coding,Meet the Instructor: Androidƒ?› Development Course,,,,
Coding,User Experience Design Info Session,,,,
Coding,Visual Design Info Session,,,,
Coding,Web Development Immersive Info Session,,,,
Coding,Getting Started with WordPress,,,,
Coding,GA ATX Happy Hour,,,,
Coding,User Experience Design Bootcamp,,,,
Coding,Introduction to Data Science and Analysis,,,,
Coding,Brand Power: Drive Deep Emotional Connections with Customers,,,,
Coding,How to Hire a Great Designer,,,,
Coding,Data Science Info Session,,,,
Coding,Front-End Web Development Info Session,,,,
Coding,Product Management Info Session,,,,
Coding,JavaScript Development Sample Class,,,,
Coding,The Future of Android: Mobile App Development + Careers,,,,
Coding,Introduction to JavaScript and jQuery,,,,
Coding,Advanced Excel: Beyond the Basics,,,,
Coding,Blogging 101: How to Create a Successful Blog & Make Money Doing It.,,,,
Coding,Growth Hacking Live: 40 Ways to Boost Your Start-Up in Real Time,,,,
Coding,UX for Product Managers,,,,
Coding,Android Development Immersive Info Session,,,,
Coding,Meet a WDI Alum,,,,
Coding,User Experience Design Immersive Info Session,,,,
Coding,User Experience Design Sample Class,,,,
Coding,PR over Coffee: Video Branding Panel - The Art & Soul of Branding,,,,
Coding,The What & Why of APIs,,,,
Coding,Programming for Non-Programmers Bootcamp,,,,
Coding,General Assembly in San Antonio!,,,,
Coding,GA + Austin Public Libraries Present: Web Development: Let's Break it Down,,,,
Coding,Email Marketing Essentials,,,,
Coding,Web Development Immersive Info Session,,,,
Coding,Front-End Web Development Info Session,,,,
Coding,Dine + Dash: Pizza and Code for Beginners,,,,
Coding,Introduction to User Experience Design (UX),,,,
Coding,Digital Marketing Info Session,,,,
Coding,Developer Showcase,,,,
Coding,Visual Design Fundamentals,,,,
Coding,Coffee & Design,,,,
Coding,"Intro to Adobe Illustrator: Tips, Tricks & Tools for Non-Designers",,,,
Coding,Data Science Sample Class,,,,
Coding,JavaScript Development Info Session,,,,
Coding,IBM Watson,,,,
Coding,GA ATX Happy Hour,,,,
Coding,User Experience Design Info Session,,,,
Coding,Web Development Immersive Info Session,,,,
Coding,Made in Austin: Outdoor Originators,,,,
Coding,Made in Austin: Disruptive Art + Design,,,,
Coding,Made in Austin: Future of Food + Brews,,,,
Coding,Made in Austin: Music Makers,,,,
Coding,Digital Marketing Bootcamp,,,,
Coding,Intro to Data Science and Machine Learning Workshop,,,,
Coding,Introduction to User Experience Design (UX),,,,
Coding,AIGA + GA Present: Stepping Up Your Research Game,,,,
Coding,Social Media Day,,,,
Coding,Project Management 101,,,,
Coding,Project Management 101 ,,,,
Coding,"UXDI, DGM + JS Info Sessions",,,,
Coding,Coding for Designers,,,,
Coding,Data Visualization and Intro to Tableau,,,,
Coding,The Modern Resume: How to Stand Out in Today's Job Market,,,,
Coding,Product Management Bootcamp,,,,
Coding,Etsy Global Craft Party Celebration 2016,,,,
Coding,"Data Analytics, Data Science + Product Management Info Sessions",,,,
Coding,Design Your First eCommerce Website,,,,
Coding,fresh2design + GA Present: Improv for Designers,,,,
Coding,Introduction to Google Analytics,,,,
Coding,Chat with a Web Development Instructor,,,,
Coding,User Experience Design Bootcamp ,,,,
Coding,AdWords Bootcamp: Get Certified by Google,,,,
Coding,"PR Over Coffee: Meet + Pitch Lilly Rockwell, Austin American-Statesman ",,,,
Coding,Design in Motion,,,,
Coding,Developer Showcase,,,,
Coding,User Experience Design Sample Class,,,,
Coding,Digital Marketing Sample Class,,,,
Coding,User Experience Design Immersive + Visual Design Info Sessions,,,,
Coding,GA + WeWork Labs: Pitch Perfect,,,,
Coding,Intro to Facebook Advertising,,,,
Coding,GA + Austin Public Libraries Present - What is User Experience Design (UX)?,,,,
Coding,Dine + Dash: Pizza and Coding for Beginners ,,,,
Coding,ATX Campus Tour,,,,
Coding,GA ATX Happy Hour,,,,
Coding,Coffee & Design,,,,
Coding,Careerproof: How to Land Great Work,,,,
Coding,Digital Marketing + Front-End Web Development Info Sessions,,,,
Coding,Sample Class: Web Development Immersive,,,,
Coding,A Day in the Life of a Product Manager,,,,
Coding,Women Who Work It: Empowering Female Leaders in Austin,,,,
Coding,Introduction to Data Science and Analysis,,,,
Coding,Data Analytics + Data Science Immersive Info Sessions,,,,
Coding,Product Management Sample Class,,,,
Coding,UX Designer + Web Developer Showcase,,,,
Coding,User Experience Design Immersive Info Session,,,,
Coding,ATX Campus Tour,,,,
Coding,Social Media Bootcamp,,,,
Coding,SQL Bootcamp,,,,
Coding,Recruiting + Retaining Millennials ,,,,
Coding,Typography Basics + Happy Hour,,,,
Coding,"Web Development Immersive, User Experience Design + Visual Design Info Sessions",,,,
Coding,Tackling the Beast: Cover Letters Made Easy,,,,
Coding,Introduction to User Experience Design (UX),,,,
Coding,Dine + Dash: Pizza and Code for Beginners,,,,
Coding,JavaScript Development Info Session,,,,
Coding,Front-End Web Development Information Session,,,,
Coding,Getting Started with WordPress,,,,
Coding,Introduction to Google Analytics,,,,
Coding,ATX Campus Tour,,,,
Coding,The What & Why of APIs,,,,
Coding,Data Science + Product Management Info Sessions,,,,
Coding,Digital Marketing Sample Class,,,,
Coding,Career Negogiation Strategies,,,,
Coding,Ice Cream Social,,,,
Coding,ATX Campus Tour,,,,
Coding,GA ATX Happy Hour,,,,
Coding,User Experience Design Bootcamp,,,,
Coding,Digital Marketing Bootcamp,,,,
Coding,Branding On A Shoestring Budget,,,,
Coding,The Product League Presents: How to Land a Job in Product Management,,,,
Coding,"UX Design, UX Design Immersive, + Visual Design Info Sessions",,,,
Coding,Ice Cream Social,,,,
Coding,Introduction to JavaScript,,,,
Coding,Nerd Night: Techies Trivia,,,,
Coding,Excel at Excel: Getting Down the Basics,,,,
Coding,Web Development: Let's Break It Down,,,,
Coding,Introduction to User Experience Design (UX),,,,
Coding,"JavaScript Dev, Front-End Web Dev + Web Dev Immersive Info Sessions",,,,
Coding,Email Marketing Essentials,,,,
Coding,Ice Cream Social,,,,
Coding,Client Relations Communications,,,,
Coding,Advanced Excel: Beyond the Basics,,,,
Coding,UX for Product Managers,,,,
Coding,Break into UX,,,,
Coding,"Data Science Immersive, Product Mgmt, Dig Mrkting + Data Analytics Info Session",,,,
Coding,Teach at GA ATX: Training on Instructional Best Practices,,,,
Coding,Ice Cream Social,,,,
Coding,Project Management 101,,,,
Coding,Intro to Python,,,,
Coding,#bossbabesATX + GA Present: Hustle Harder,,,,
Coding,Advanced Project Management: Scoping and Estimating Projects,,,,
Coding,Introduction to Google Analytics,,,,
Coding,GA + fresh2design: Portfolio Reviews,,,,
Coding,"UX Design, UX Design Immersive, + Visual Design Info Sessions",,,,
Coding,Lunch With a Web Development Immersive Alum,,,,
Coding,Graduate Showcase,,,,
Coding,Assembled Capital,,,,
Coding,ATX Campus Tour,,,,
Coding,GA ATX Happy Hour,,,,
Coding,This Is Not (Just) A School: Career Panel + Open House,,,,
Coding,Design Thinking Crash Course,,,,
Coding,Digital Marketing + JavaScript Development Info Sessions,,,,
Coding,Product Management Bootcamp,,,,
Coding,Social Media Bootcamp,,,,
Coding,Web Development Immersive Prep,,,,
Coding,"""Design Disruptors"" Film Screening",,,,
Coding,Visual Design Fundamentals,,,,
Coding,Crunching the Numbers: How to Launch a Career in Data,,,,
Coding,Product Management Info Session,,,,
Coding,"Data Science Immersive, Data Science + Data Analytics Info Sessions",,,,
Coding,#ILookLikeADeveloper,,,,
Coding,Contextual Research and the User Experience: Applying Anthropology,,,,
Coding,User Experience Design Bootcamp,,,,
Coding,Intro to Data Science and Machine Learning Workshop,,,,
Coding,Introduction to User Experience Design (UX),,,,
Coding,UX Design Immersive + UX Design Info Sessions,,,,
Coding,Introduction to Google Analytics,,,,
Coding,Building A Culture Of Brand Advocates,,,,
Coding,Careerproof: How to Land Great Work,,,,
Coding,Design Your First eCommerce Website,,,,
Coding,Freelancing 101: Becoming Your Own Boss,,,,
Coding,Dine + Dash: Pizza and Code for Beginners,,,,
Coding,"Doing More with Data: The Who, Why, and How of Data Analytics",,,,
Coding,Blogging 101: How to Create a Successful Blog and Make Money Doing It,,,,
Coding,Web Development Immersive + Front-End Web Development Info Sessions,,,,
Coding,Intro to Facebook Advertising,,,,
Coding,Stories Under the Stars,,,,
Coding,Travel Smart Hackathon,,,,
Coding,ATX Campus Tour,,,,
Coding,GA ATX Happy Hour,,,,
Coding,UX Design 101,,,,
Coding,Coding 101: HTML/CSS,,,,
Coding,Product Management + Data Analytics Info Sessions,,,,
Coding,Data Analytics 101,,,,
Coding,Digital Marketing Info Session,,,,
Coding,Digital Marketing 101,,,,
Coding,Product Management 101,,,,
Coding,User Experience Design Bootcamp,,,,
Coding,Advanced Data Visualization and Tableau,,,,
Coding,Intro to Sketchnoting: Fundamentals of Visual Notetaking,,,,
Coding,User Experience Design + User Experience Design Immersive Info Sessions,,,,
Coding,GA + Austin Public Libraries Present - Web Development: Let's Break it Down,,,,
Coding,The Oktoberfest Tour: Code and Brews,,,,
Coding,Excel at Excel: Getting Down the Basics,,,,
Coding,Freelancing 101: Becoming Your Own Boss,,,,
Coding,The Oktoberfest Tour: Code and Brews,,,,
Coding,The Oktoberfest Tour: Code + Brews,,,,
Coding,The Product League Presents: Lean Canvas Failures,,,,
Coding,Advanced Excel: Beyond the Basics,,,,
Coding,Dine + Dash: Pizza and Code for Beginners,,,,
Coding,Craft Your Brand,,,,
Coding,Web Development Immersive + Front-End Web Development Info Sessions,,,,
Coding,Graduate Showcase,,,,
Coding,Winning the Job Search: The Whole Package,,,,
Coding,Stories Under the Stars,,,,
Coding,"Digital Marketing, Data Science, + Product Management Info Sessions",,,,
Coding,Project Management 101,,,,
Coding,GA Presents: Lean Startup Week,,,,
Coding,User Experience: Journey Mapping,,,,
Coding,Lunch with a Web Development Immersive Alum,,,,
Coding,GA ATX Happy Hour,,,,
Coding,Austin Design Week,,,,
Coding,Teach at GA ATX: Training on Instructional Best Practices,,,,
Coding,Intro to Python,,,,
Coding,Social Media Strategy Mapping,,,,
Coding,GA + Austin Public Libraries Present - What is User Experience Design (UX)?,,,,
Coding,User Experience Design Info Session,,,,
Coding,Techsgiving 2016,,,,
Coding,User Experience Design Immersive Info Session,,,,
Coding,User Experience Design Bootcamp,,,,
Coding,Getting Started with Wordpress,,,,
Coding,Lightning Talks: Product Management Tools,,,,
Coding,Introduction to Google Analytics,,,,
Coding,Industrious Lunch + Learn: Social Media Best Practices,,,,
Coding,Introduction to JavaScript,,,,
Coding,Product Management Info Session,,,,
Coding,Introduction to User Experience (UX),,,,
Coding,Stories Under the Stars,,,,
Coding,Intro to HTML/CSS,,,,
Coding,2 in 1: Intro to Command Line & Intro to Git and Github!,,,,
Coding,Intro to JavaScript,,,,
Coding,Austin Women Tech Social (during SXSW),,,,
Coding,Intro to Ruby and Ruby on Rails,,,,
Coding,Introduction to AngularJS,,,,
Coding,Intro to Mobile App Building with Salesforce,,,,
Coding,Women in Tech Happy Hour @ OSCON,,,,
Coding,Intro to HTML/CSS,,,,
Coding,Free Intro to JavaScript workshop with Dev Bootcamp,,,,
Coding,Intro to Git & Github,,,,
Coding,Code & Coffee: teaching edition,,,,
Coding,Intermediate HTML5 & CSS3,,,,
Coding,Algorithms 101,,,,
Coding,Better Web Debugging: Developer Tools Workshop,,,,
Coding,Intro to JavaScript,,,,
Coding,Intro to Node.js,,,,
Coding,Intro to Databases,,,,
Coding,Let's Talk Smart Homes/Smart Lamps,,,,
Coding,Let's get started with the Raspberry Pi (Insert Flavor Here),,,,
Coding,"Big Data, The Electrical Grid, and Smart Elevators",,,,
Coding,Let's talk ESP8266 and NodeMCU,,,,
Coding,"The Things Network, and Our Slack Team Rollout!",,,,
Coding,Road To Mass Production Of IoT Devices. ,,,,
Coding,IoT Road To Code,,,,
Coding,"Contiki, 6LoWPAN, DeviceJS OS, and Presence Detection",,,,
Coding,Workshop 3: Integrating Sensors to the Raspberry Pi,,,,
Coding,IoT Road To Code (Python 102: Functions and Classes),,,,
Coding,Intel Sponsored 2016 IoT Roadshow Follow Up,,,,
Coding,"Workshop 4: Temperature/Humidity Sensors, Accelerometers, PWM, and I2C",,,,
Coding,ThunderBoard-React - Mutual Mobile and Silicon Labs,,,,
Coding,Hardware Focus Meetup - Jonathan Carter of Amsterdam IoT,,,,
Coding,"Ingenu Sponsored - LPWAN, M2M, RPMA, and the Machine Network",,,,
Coding,Hardware Focus Meetup - Austin IoT MQTT Quick Start,,,,
Coding,Workshop 5: Getting Familiar With The Particle Photon,,,,
Coding,Cherry Switches And The Cogswell IoT Application Development Platform,,,,
Coding,Connected Car Focus Meetup - MotoJuicy CAN-Can Project,,,,
Coding,Hardware Focus Meetup - Web App Development with MQTT Quick Start,,,,
Coding,Industrial IoT Focus Meetup,,,,
Coding,IoT driving a Robot! - Real world possibilities integrating IoT and Robotics,,,,
Coding,Workshop 6: Building DIY IoT Projects,,,,
Coding,Connected Car Focus Meetup - MotoJuicy CAN-Can Project,,,,
Coding,Hardware Focus Meetup - LoRa and LPWAN,,,,
Coding,Talend Big Data And The Texas Entrepreneur Network,,,,
Coding,Connected Car Focus Meetup - Joint Meetup With AustinEV,,,,
Coding,Microsoft Hololens With Paul Kueber,,,,
Coding,Industrial IoT Focus Meetup,,,,
Coding,Passive Powered RFID IoT Sensors,,,,
Coding,Industrial IoT Focus Meetup with Dell and Emerson,,,,
Coding,IBM Sponsored - Sensor Data Analytics Acceleration with Apache Edgent,,,,
Coding,Intro to Web Components,,,,
Coding,React.js Conf 2016 Recap,,,,
Coding,Go: A Practical Start Guide,,,,
Coding,"Microservices: Pros and Cons, Things to Think About",,,,
Coding,All About Node 6,,,,
Coding,Vue.js: The best view library you've never heard of,,,,
Coding,Painless Server-Side Rendering with React and ClojureScript,,,,
Coding,Test Automation Best Practices - Begin with the End in Mind,,,,
Coding,Docker as a Strategic Enabler for Dev Teams,,,,
Coding,Pragmatic React + Redux: Lessons From the Trenches,,,,
Coding,Lightning Learning - Sponsored by Capital Factory,,,,
Coding,Hack Night at @OrangeCoworking,,,,
Coding,Coding on Congress @Bigcommerce,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,"Intro to Ruby, Product Management, and Technical Recruiting with Square Root",,,,
Coding,Ruby Tuesday - Joining Austin On Rails for 10th Anniversary,,,,
Coding,Tech Talk @ Cognitive Scale,,,,
Coding,Lightning Learning - Sponsored by ThunderTix and Capital Factory,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by ThunderTix,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Tech Talk @ The LiveOps,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by Dev Bootcamp,,,,
Coding,Lightning Learning - Sponsored by Dev Bootcamp and Capital Factory,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Lightning Learning - Sponsored by MakerSquare and Capital Factory,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by MakerSquare,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Tech Interview Practise,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Tech Interview Practise,,,,
Coding,Tech Talk @ Indeed,,,,
Coding,Tech Interview Practise,,,,
Coding,Lightning Learning - Sponsored by Rig Up and Capital Factory,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by RigUp,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Tech Interview Practice,,,,
Coding,OSCON Happy Hour,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,"Artificial Intelligence Workshop: User Experience, Sponsored by Conde Nast",,,,
Coding,Code Girl Austin,,,,
Coding,Fireside Chat w/ Suzanne Rozier @OrangeCoworking - Sponsored by Ellevest,,,,
Coding,Lightning Learning - Sponsored by Sinch and Capital Factory,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Coffee Chat with MentorTex,,,,
Coding,Tech Talk @ IBM Design,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,How to Make Networking Fun with Dev Bootcamp,,,,
Coding,Mobile Makers: Android/Java Development @ The Iron Yard,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by RubygeekLLC,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by RubygeekLLC,,,,
Coding,Tech Interview Practice,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Tech interview practice,,,,
Coding,Tech Talk @ Gemalto,,,,
Coding,Tech Interview Practice: soft skills,,,,
Coding,Lightning Learning-Sponsored by New York Code + Design Academy & CapitalFactory,,,,
Coding,Tech Interview Practice,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by RubyGeekLLC,,,,
Coding,Tech Interview Practice,,,,
Coding,Hack Night @OrangeCoworking - Sponsored by TBD,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Mobile Makers: Java for Android Development @ Extellent,,,,
Coding,Mobile Makers: Android Development @ Extellent,,,,
Coding,Mobile Makers: Android Development @ Extellent Professional Development Centers,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Rockin' ReactJS @Atlassian,,,,
Coding,Intro to Functional Programming - WWC Functional Programmers @ ObjectRocket,,,,
Coding,Intro to HTML & CSS at St. Edward's Sponsored By @WWCodeATX & @Galvanize,,,,
Coding,Women Who Open Data Sponsored by @DevBootcamp & @OpenAustin,,,,
Coding,Lightning Learning - Sponsored by Capital Factory,,,,
Coding,Writing @Rackspace (Beginners): Learn Python the Hard Way,,,,
Coding,Mobile Makers: Java for Android Development @ Extellent,,,,
Coding,Mobile Makers: Android Development @ Extellent,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Rockin' ReactJS @Atlassian,,,,
Coding,2nd Annual Austin Diversity Hackathon & Workshops,,,,
Coding,Functional Programming - WWC Functional Programmers @ ObjectRocket,,,,
Coding,Lightning Learning - Sponsored by Capital Factory,,,,
Coding,Hacking Hangout @Bigcommerce,,,,
Coding,Ruby Tuesday @General Assembly,,,,
Coding,Mobile Makers: Android Development @ Extellent Professional Development Centers,,,,
Coding,Writing @Rackspace (Intermediate): Python and Data Science,,,,
Coding,Rockin' ReactJS @Atlassian,,,,
Coding,Women In Tech Afternoon @ Google Fiber,,,,
Coding,NLP Community Night (Austin),,,,
Coding,Pentesting 101 with Trey Blalock (Austin),,,,
Coding,An Afternoon with Hadley Wickham and Friends,,,,
Coding,Data Day Texas 2016,,,,
Coding,Graph Day Texas,,,,
Coding,WORKSHOP - Crawling the Web with Python,,,,
Coding,Nicole White: Graphs with R and Neo4j,,,,
Coding,An Evening with Chris Fregly - Spark Author / Contributor,,,,
Coding,ENCORE: Graph Database Engine Shoot-out,,,,
Coding,Drinks And Data - Post Data Day Texas edition,,,,
Coding,GeekAustin SQL / MySQL Class,,,,
Coding,Office Hours with Holden Karau,,,,
Coding,NLP Community Day (Austin),,,,
Coding,Building better models faster using active learning - with Nick Gaylord,,,,
Coding,Drinks and Data - South Austin Edition,,,,
Coding,Drinks and Data (Happy Hour) - North Central Edition,,,,
Coding,Encore presentation - Jonathan Mugan on Deep Learning,,,,
Coding,Health Data Science Happy Hour,,,,
Coding,FRIDAY: Drinks and Data Downtown at the Gingerman,,,,
Coding,Object Recognition with OpenCV (Open Computer Vision),,,,
Coding,Special Event: 2 Great Machine Learning Talks,,,,
Coding,Austin Data Drinkup,,,,
Coding,Big Data Platform & Analytics Use Cases,,,,
Coding,February Austin Data Meetup,,,,
Coding,Austin Data Meetup SXSW Edition,,,,
Coding,April 2016 Meetup,,,,
Coding,"SPECIAL - IBM Presents: Understand Today, Shape a Better Tomorrow",,,,
Coding,Austin Data Meetup OpenPOWER Edition,,,,
Coding,Austin Data Meetup - June 2016,,,,
Coding,Austin Blockchain for Business Meetup - Securing Your Data with Factom,,,,
Coding,NLP for Travel Recommendations and Scaling Data Science in Python,,,,
Coding,Cross Post: A Blockchain Tutorial - Introduction and Live Demos,,,,
Coding,Data Marketplaces: A Panel with data.world and Infochimps,,,,
Coding,October 2016 Austin Data Meetup,,,,
Coding,Web Components & Polymer,,,,
Coding,Functional Programming in Ember? The Ember-Redux Origin Story,,,,
Coding,The Lean Product Playbook by Dan Olsen,,,,
Coding,High Output Product Manager by Todd Olson (Product Austin SXSW Week),,,,
Coding,How a former engineer moved to sales and scaled revenue from $0 to $100 million:,,,,
Coding,Building AI Products: A Glimpse Into the Future,,,,
Coding,"Leading a Product team building invisible software - Dennis Mortensen, CEO x.ai",,,,
Coding,The road ahead for Express 5 and Sails v1...,,,,
Coding,Perfecting Node with Autocode,,,,
Coding,Architecting Node apps at a startup.,,,,
Coding,Building Node apps that scale,,,,
Coding,Big Data with MapReduce.  Tight Code with Lodash,,,,
Coding,UX TV Show - Episode Taping,,,,
Coding,"Promises, promises... why do I believe?",,,,
Coding,Full Stack Development with Node.js and NoSQL,,,,
Coding,Informal get together for Node.js Interactive,,,,
Coding,VR Austin February 2016 Edition,,,,
Coding,VR Austin May 2016 Edition,,,,
Coding,VR Austin July 2016 Edition,,,,
Coding,VR Austin September 2016 Edition,,,,
Coding,VR Austin November 2016 Edition,,,,
Coding,Web Components & Polymer,,,,
Coding,Room 1: Kotlin on Android & Room 2:Functional Reactive Programming in JavaScript,,,,
Coding,Google Programs for Students: Summer of Code and Code-In,,,,
Coding,Progressive Web Apps - Keynote & Code Lab,,,,
Coding,Android Library Love,,,,
Coding,Intro to TensorFlow - Machine Learning from Google,,,,
Coding,An Introduction to Natural Language Processing with Mike Johns,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -- Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -> Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -> Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -> Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -- Beverage Subgroup,,,,
Coding,Web Design TV Show - Episode Taping,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -- Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -- Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,PHP -> Beverage Subgroup,,,,
Coding,Austin PHP Monthly Meetup,,,,
Coding,Is a Hardware Accelerator Right for You? + Hardware Patents + Pizza,,,,
Coding,Hardware House SXSW Opening Party,,,,
Coding,Onshape CAD Presentation + Trago's story + Pizza,,,,
Coding,3D Printing Innovations + A Tale of Three Laptops + Techstars IoT + Pizza!,,,,
Coding,Manufacturing Workshop sponsored by HWTrek,,,,
Coding,"Funding your Hardware Startup, sponsored by Bolt",,,,
Coding,Prototype to Production  + Simulation Product Development + Pizza,,,,
Coding,Networking + Demos + Pizza,,,,
Coding,"Online Webinar: ""How Employees Can Innovate Like Entrepreneurs""??, w/David Kidder",,,,
Coding,Is Your Startup Idea Any Good? Free Webinar: How to Validate Your Startup Ideas,,,,
Coding,"Online Webinar: ""How to Get Free Publicity for Your Business""??, w/ Philip Kaplan",,,,
Coding,Online Workshop: How to Find Product-Market Fit for Your Startup Idea,,,,
Coding,"Webinar: How to Create a Growth Engine for Your Business (not a ""growth hack"")",,,,
Coding,"Webinar: ""How to Create a Strong Online Community, with Gina Bianchini""",,,,
Coding,How to Hack PR for Your Startup (Free Online Event),,,,
Coding,Creating an Impactful Company: A Chat with Kimbal Musk (Online Event),,,,
Coding,FOCUS Con: Mastering Customer Interviews (Exclusive Online Conference),,,,
Coding,January EdTech Austin Meetup,,,,
Coding,"""60 Seconds to Startup"" - Pitch Coaching with MakerSquare and Microsoft",,,,
Coding,EdTech Startup Expo,,,,
Coding,Equity Turned Up Presented by EdTech Austin at Google Fiber,,,,
Coding,Austin Computer Science Fair,,,,
Coding,STEAM Tools 101,,,,
Coding,Ed Tech Planning Meeting,,,,
Coding,May EdTech Austin Meetup - EdTech Funding 101,,,,
Coding,Hello World: Student Pitch Competition,,,,
Coding,June EdTech Austin Meetup - Igniting Your Inner Teacherpreneur,,,,
Coding,Epic Office Hours -- Education!,,,,
Coding,Give Me Space: Designing Student Centered Schools,,,,
Coding,Education First: Cheers to Education at Austin Beerworks!,,,,
Coding,EdSurge Austin meetup,,,,
Coding,SATELLITE MEETUP: Getting the School Year Off to a Great Start with Technology,,,,
Coding,Public Policy & EdTech - October Meetup,,,,
Coding,UNDERSTANDING DATA PRIVACY IN K12,,,,
Coding,Hello World Student Demo Day,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Free Crash Course - Intro to Solving Programming Challenges with JS,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Free Crash Course - Build A Website with HTML/CSS,,,,
Coding,TIY Meet and Greet at The Gingerman,,,,
Coding,Free Crash Course - Intro to Ruby on Rails,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Free Crash Course - Build A Home Page,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Free Crash Course - Intro to Adobe Illustrator and Icon Design,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Free Crash Course - Building with Ruby,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,Austin Girl Geek Dinners,,,,
Coding,Mobile Growth Austin hosted at The Iron Yard,,,,
Coding,Design Workflow with Sketch,,,,
Coding,Free Crash Course - Build A Home Page,,,,
